id,timestamp,type,severity,description,explanation,hash,encrypted_data,log_source,status,event_id
24,2026-05-12T10:01:42.841644,New File Detected,MEDIUM,New monitored file detected: C:\Users\rajpr\.cache\codex-runtimes\codex-primary-runtime\dependencies\python\DLLs\tk86t.dll,,,,Forensics,New,0
23,2026-05-12T10:01:42.831778,New File Detected,MEDIUM,New monitored file detected: C:\Users\rajpr\.cache\codex-runtimes\codex-primary-runtime\dependencies\python\DLLs\tcl86t.dll,,,,Forensics,New,0
22,2026-05-12T10:01:42.821432,New File Detected,MEDIUM,New monitored file detected: C:\Users\rajpr\.cache\codex-runtimes\codex-primary-runtime\dependencies\python\DLLs\sqlite3.dll,,,,Forensics,New,0
21,2026-05-12T10:01:42.811446,New File Detected,MEDIUM,New monitored file detected: C:\Users\rajpr\.cache\codex-runtimes\codex-primary-runtime\dependencies\python\DLLs\libssl-3-x64.dll,,,,Forensics,New,0
20,2026-05-12T10:01:42.801632,New File Detected,MEDIUM,New monitored file detected: C:\Users\rajpr\.cache\codex-runtimes\codex-primary-runtime\dependencies\python\DLLs\libffi-8.dll,,,,Forensics,New,0
19,2026-05-12T10:01:42.793343,New File Detected,MEDIUM,New monitored file detected: C:\Users\rajpr\.cache\codex-runtimes\codex-primary-runtime\dependencies\python\DLLs\libcrypto-3-x64.dll,,,,Forensics,New,0
18,2026-05-12T10:01:42.775871,New File Detected,MEDIUM,New monitored file detected: C:\Users\rajpr\.cache\codex-runtimes\codex-primary-runtime\dependencies\python\vcruntime140_1.dll,,,,Forensics,New,0
17,2026-05-12T10:01:42.767522,New File Detected,MEDIUM,New monitored file detected: C:\Users\rajpr\.cache\codex-runtimes\codex-primary-runtime\dependencies\python\vcruntime140.dll,,,,Forensics,New,0
16,2026-05-12T10:01:42.758364,New File Detected,MEDIUM,New monitored file detected: C:\Users\rajpr\.cache\codex-runtimes\codex-primary-runtime\dependencies\python\pythonw.exe,,,,Forensics,New,0
15,2026-05-12T10:01:42.749926,New File Detected,MEDIUM,New monitored file detected: C:\Users\rajpr\.cache\codex-runtimes\codex-primary-runtime\dependencies\python\python312.dll,,,,Forensics,New,0
14,2026-05-12T10:01:42.734863,New File Detected,MEDIUM,New monitored file detected: C:\Users\rajpr\.cache\codex-runtimes\codex-primary-runtime\dependencies\python\python3.dll,,,,Forensics,New,0
13,2026-05-12T10:01:42.726073,New File Detected,MEDIUM,New monitored file detected: C:\Users\rajpr\.cache\codex-runtimes\codex-primary-runtime\dependencies\python\python.exe,,,,Forensics,New,0
12,2026-05-12T10:01:42.715845,New File Detected,MEDIUM,New monitored file detected: C:\Users\rajpr\.cache\codex-runtimes\codex-primary-runtime\dependencies\node\bin\node.exe,,,,Forensics,New,0
11,2026-05-12T10:01:42.616149,New File Detected,MEDIUM,New monitored file detected: C:\Users\rajpr\.cache\codex-runtimes\codex-primary-runtime\dependencies\bin\node_repl.exe,,,,Forensics,New,0
10,2026-05-12T10:01:42.597647,New File Detected,MEDIUM,New monitored file detected: C:\Users\Public\Downloads\Norton\{DSP-N360-GAMER-2222109-36270-FSD5330004}\N360GamerDownloader.exe,,,,Forensics,New,0
9,2026-05-12T10:01:40.650756,Repeated Administrative Privilege Assignment,HIGH,Multiple administrative privilege assignment events detected.,,,,HIDS,New,4672
8,2026-05-12T10:01:40.650206,Rapid Process Spawn Activity,MEDIUM,Large number of processes created within short duration.,,,,HIDS,New,4688
260,2026-05-12T10:00:27.802355,syn_flood,HIGH,Simulated syn flood,,,,Simulated,New,0
250,2026-05-12T09:57:27.802327,syn_flood,HIGH,Simulated syn flood,,,,Simulated,New,0
261,2026-05-12T09:55:27.802358,port_scan,HIGH,Simulated port scan,,,,Simulated,New,0
253,2026-05-12T09:54:27.802336,syn_flood,HIGH,Simulated syn flood,,,,Simulated,New,0
252,2026-05-12T09:54:27.802334,port_scan,HIGH,Simulated port scan,,,,Simulated,New,0
271,2026-05-12T09:53:27.802384,port_scan,HIGH,Simulated port scan,,,,Simulated,New,0
259,2026-05-12T09:52:27.802352,port_scan,HIGH,Simulated port scan,,,,Simulated,New,0
258,2026-05-12T09:52:27.802349,port_scan,HIGH,Simulated port scan,,,,Simulated,New,0
275,2026-05-12T09:50:27.802395,syn_flood,HIGH,Simulated syn flood,,,,Simulated,New,0
264,2026-05-12T09:50:27.802366,port_scan,HIGH,Simulated port scan,,,,Simulated,New,0
257,2026-05-12T09:49:27.802346,reconnaissance,HIGH,Simulated reconnaissance,,,,Simulated,New,0
272,2026-05-12T09:48:27.802387,syn_flood,HIGH,Simulated syn flood,,,,Simulated,New,0
254,2026-05-12T09:45:27.802339,reconnaissance,HIGH,Simulated reconnaissance,,,,Simulated,New,0
273,2026-05-12T09:41:27.802390,port_scan,HIGH,Simulated port scan,,,,Simulated,New,0
270,2026-05-12T09:39:27.802382,port_scan,HIGH,Simulated port scan,,,,Simulated,New,0
249,2026-05-12T09:32:27.802324,syn_flood,HIGH,Simulated syn flood,,,,Simulated,New,0
268,2026-05-12T09:27:27.802376,port_scan,HIGH,Simulated port scan,,,,Simulated,New,0
263,2026-05-12T09:27:27.802363,reconnaissance,HIGH,Simulated reconnaissance,,,,Simulated,New,0
255,2026-05-12T09:26:27.802341,port_scan,HIGH,Simulated port scan,,,,Simulated,New,0
274,2026-05-12T09:22:27.802393,port_scan,HIGH,Simulated port scan,,,,Simulated,New,0
266,2026-05-12T09:19:27.802371,reconnaissance,HIGH,Simulated reconnaissance,,,,Simulated,New,0
251,2026-05-12T09:19:27.802331,syn_flood,HIGH,Simulated syn flood,,,,Simulated,New,0
248,2026-05-12T09:17:27.802321,reconnaissance,HIGH,Simulated reconnaissance,,,,Simulated,New,0
247,2026-05-12T09:16:27.802310,port_scan,HIGH,Simulated port scan,,,,Simulated,New,0
265,2026-05-12T09:12:27.802369,syn_flood,HIGH,Simulated syn flood,,,,Simulated,New,0
256,2026-05-12T09:11:27.802344,port_scan,HIGH,Simulated port scan,,,,Simulated,New,0
246,2026-05-12T09:11:27.802289,reconnaissance,HIGH,Simulated reconnaissance,,,,Simulated,New,0
267,2026-05-12T09:09:27.802374,syn_flood,HIGH,Simulated syn flood,,,,Simulated,New,0
262,2026-05-12T09:03:27.802360,port_scan,HIGH,Simulated port scan,,,,Simulated,New,0
269,2026-05-12T09:02:27.802379,port_scan,HIGH,Simulated port scan,,,,Simulated,New,0
7,2026-05-12T07:01:50,Credential Manager Access,HIGH,Credential Manager credentials were read.,,,,HIDS,New,5379
6,2026-05-12T06:28:10,Operation Attempted On Privileged Object,MEDIUM,An operation was attempted on a privileged object.,,,,HIDS,New,4674
5,2026-05-12T06:22:39,Successful Login,LOW,Successful user authentication detected.,,,,HIDS,New,4624
4,2026-05-12T06:22:39,Administrative Privileges Assigned,HIGH,Special administrative privileges assigned to a new logon session.,,,,HIDS,New,4672
3,2026-05-12T06:21:22,Sensitive Privilege Use,MEDIUM,A privileged service was called.,,,,HIDS,New,4673
2,2026-05-12T06:19:35,New Process Created,MEDIUM,A new process was created on the endpoint.,,,,HIDS,New,4688
1,2026-05-12T06:19:07,Local Group Membership Enumerated,MEDIUM,User local group membership was enumerated.,,,,HIDS,New,4798
